task_id,score,success,C1_latency_p95,C2_tokens_total,C3_cost_total,C4_tool_calls_total,D1_tool_error_rate,D2_agent_to_agent_communication_count,D2_communication_count,D2_system_mediated_communication_count,D3_handoff_count,P1_steps_total,P2_backtrack_rate,P3_loop_score,P4_verification_density,Q1_success_rate,Q2_completion_rate,R1_success_var,R2_latency_var,R3_tokens_var,accuracy,communication_count,cost_per_success,eval_avg_score,handoff_count,latency_e2e,pass_at_1,pass_at_3,pass_at_5,pass_at_8,stability,stage_act_events,stage_act_latency_ms,stage_act_tokens,stage_act_tool_errors,stage_act_verify_density,stage_finalize_events,stage_finalize_latency_ms,stage_finalize_tokens,stage_finalize_tool_errors,stage_finalize_verify_density,stage_plan_events,stage_plan_latency_ms,stage_plan_tokens,stage_plan_tool_errors,stage_plan_verify_density,stage_retrieve_events,stage_retrieve_latency_ms,stage_retrieve_tokens,stage_retrieve_tool_errors,stage_retrieve_verify_density,stage_revise_events,stage_revise_latency_ms,stage_revise_tokens,stage_revise_tool_errors,stage_revise_verify_density,stage_verify_events,stage_verify_latency_ms,stage_verify_tokens,stage_verify_tool_errors,stage_verify_verify_density,success_rate,token_total,tokens_cv,tokens_total,tool_calls_total,tool_error_rate,benchmark,system_label,topology,system_root,agent_to_agent_communication_count,system_mediated_communication_count
783,0.0,False,50518.63265489466,14590.0,0.0,17.333333333333332,0.0,0.0,0.0,0.0,3.0,38.66666666666666,0.0,0.0,0.0,0.0,1.0,0.0,11574124.3257234,933848.0,0.0,0.0,,0.0,3.0,47214.6962483724,0.0,0.0,,,1.0,4.0,47214.59517466186,14590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.666666666666664,0.0346666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14590.0,0.0662342777021907,14590.0,17.333333333333332,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
784,0.0,False,703819.768873994,56046.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,7.0,74.66666666666667,0.0,0.0,0.0,0.0,1.0,0.0,75353341805.73726,1347628814.0,0.0,0.0,,0.0,7.0,381485.4613145192,0.0,0.0,,,1.0,8.0,381484.8092433337,56046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,0.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56046.0,0.654998826069341,56046.0,33.333333333333336,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
785,0.0,False,105886.87275160544,24670.33333333333,0.0,22.666666666666668,0.0,0.0,0.0,0.0,7.0,53.333333333333336,0.0,0.0,0.0,0.0,1.0,0.0,378245670.4081169,2062780.2222222225,0.0,0.0,,0.0,7.0,86359.5643043518,0.0,0.0,,,1.0,8.0,86359.21288000584,24670.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.333333333333336,0.0453333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24670.33333333333,0.0582172198393264,24670.33333333333,22.666666666666668,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
786,0.0,False,671666.0881949057,56560.66666666666,0.0,12.0,0.0,0.0,0.0,0.0,9.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,83101715185.46881,2772149889.555556,0.0,0.0,,0.0,9.0,464875.7193088532,0.0,0.0,,,1.0,10.0,464874.3580350008,56560.66666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56560.66666666666,0.9308802895438006,56560.66666666666,12.0,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
787,0.0,False,12310.060891590549,1713.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,23895755.320450235,26.88888888888889,0.0,0.0,,0.0,3.0,6407.363494237264,0.0,0.0,,,1.0,4.0,6407.33005299262,1713.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1713.6666666666667,0.0030259383750445,1713.6666666666667,0.0,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
788,0.0,False,139245.70498070345,31870.33333333333,0.0,31.666666666666668,0.0,0.0,0.0,0.0,8.333333333333334,72.66666666666667,0.0,0.0,0.0,0.0,1.0,0.0,668429881.3888897,16619562.88888889,0.0,0.0,,0.0,8.333333333333334,114056.34689331056,0.0,0.0,,,1.0,9.333333333333334,114055.77975234335,31870.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.333333333333336,0.0633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31870.33333333333,0.1279155059054778,31870.33333333333,31.666666666666668,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
790,0.0,False,80022.0748422063,24701.666666666668,0.0,22.666666666666668,0.0,0.0,0.0,0.0,7.0,53.333333333333336,0.0,0.0,0.0,0.0,1.0,0.0,29948757.499460746,4443510.888888889,0.0,0.0,,0.0,7.0,73462.18458811443,0.0,0.0,,,1.0,8.0,73461.84041032878,24701.666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.333333333333336,0.0453333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24701.666666666668,0.0853369010057332,24701.666666666668,22.666666666666668,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
791,0.0,False,175153.9480598901,24018.33333333333,0.0,4.0,0.0,0.0,0.0,0.0,7.666666666666667,16.666666666666668,0.0,0.0,0.0,0.0,1.0,0.0,1558757748.301699,30847637.55555556,0.0,0.0,,0.0,7.666666666666667,127540.7657623291,0.0,0.0,,,1.0,8.666666666666666,127539.924007661,24018.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24018.33333333333,0.2312427294903239,24018.33333333333,4.0,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
792,0.0,False,124061.29300919324,26453.33333333333,0.0,20.0,0.0,0.0,0.0,0.0,7.666666666666667,48.66666666666666,0.0,0.0,0.0,0.0,1.0,0.0,907941307.5634418,4866282.888888889,0.0,0.0,,0.0,7.666666666666667,87653.08157602946,0.0,0.0,,,1.0,8.666666666666666,87652.562304332,26453.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26453.33333333333,0.0833908252164575,26453.33333333333,20.0,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
793,0.3333333333333333,True,149256.12357490294,28979.666666666668,0.0,24.0,0.0,0.0,0.0,0.0,7.666666666666667,56.66666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,0.2222222222222222,1288661188.2256908,20992366.22222222,0.3333333333333333,0.0,86939.00000000001,0.3333333333333333,7.666666666666667,105894.8278427124,0.3333333333333333,1.0,,,0.111111111111111,8.666666666666666,105894.37329399516,28979.666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,28979.666666666668,0.1581019808995175,28979.666666666668,24.0,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
794,0.0,False,168269.65377888677,27808.0,0.0,18.0,0.0,0.0,0.0,0.0,6.333333333333333,43.333333333333336,0.0,0.0,0.0,0.0,1.0,0.0,3320133999.7167907,126788652.66666669,0.0,0.0,,0.0,6.333333333333333,103584.83703931172,0.0,0.0,,,1.0,7.333333333333333,103584.51413865988,27808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27808.0,0.4049211285794831,27808.0,18.0,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
796,0.0,False,619948.7882746945,64742.66666666666,0.0,6.0,0.0,0.0,0.0,0.0,9.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,70319396819.94533,2788066891.555556,0.0,0.0,,0.0,9.0,300584.7152074178,0.0,0.0,,,1.0,10.0,300582.88989866566,64742.66666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64742.66666666666,0.8155695659311957,64742.66666666666,6.0,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
797,0.0,False,3153.1609563993698,1625.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,138927.13659170715,5.555555555555556,0.0,0.0,,0.0,3.0,2858.2884470621743,0.0,0.0,,,1.0,4.0,2858.2510916652004,1625.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625.3333333333333,0.0014501779761824,1625.3333333333333,0.0,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
798,0.0,False,88800.23147059241,21794.666666666668,0.0,14.0,0.0,0.0,0.0,0.0,8.333333333333334,37.333333333333336,0.0,0.0,0.0,0.0,1.0,0.0,297810846.3269499,18353217.55555556,0.0,0.0,,0.0,8.333333333333334,73175.8000055949,0.0,0.0,,,1.0,9.333333333333334,73175.33615700329,21794.666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21794.666666666668,0.1965648571759089,21794.666666666668,14.0,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
800,0.0,False,52357.36499400288,12791.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,60818554.58602331,7204050.0,0.0,0.0,,0.0,7.0,42969.26347414652,0.0,0.0,,,1.0,8.0,42969.0058096603,12791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12791.0,0.2098378656747798,12791.0,10.0,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
801,0.0,False,673872.0380141988,48630.333333333336,0.0,28.33333333333333,0.0,0.0,0.0,0.0,8.333333333333334,66.0,0.0,0.0,0.0,0.0,1.0,0.0,90439643075.43996,355483910.22222215,0.0,0.0,,0.0,8.333333333333334,310884.884039561,0.0,0.0,,,1.0,9.333333333333334,310884.24132133514,48630.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.66666666666666,0.0566666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48630.333333333336,0.3877061837702081,48630.333333333336,28.33333333333333,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
802,0.0,False,442758.0650505113,110410.33333333331,0.0,15.666666666666666,0.0,0.0,0.0,0.0,9.0,41.333333333333336,0.0,0.0,0.0,0.0,1.0,0.0,17303926606.771408,2341264774.888889,0.0,0.0,,0.0,9.0,347938.8778209686,0.0,0.0,,,1.0,10.0,347936.19579833705,110410.33333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.33333333333333,0.0313333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110410.33333333331,0.438243561670652,110410.33333333331,15.666666666666666,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
804,0.0,False,547705.3089446024,42350.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,9.333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,65654010017.15396,1302721220.222222,0.0,0.0,,0.0,8.333333333333334,238813.29361597696,0.0,0.0,,,1.0,9.333333333333334,238811.54504600272,42350.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42350.333333333336,0.8522537302838273,42350.333333333336,0.0,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
805,0.0,False,511221.6974162913,62233.0,0.0,18.0,0.0,0.0,0.0,0.0,9.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,56314672312.13767,3033564954.0,0.0,0.0,,0.0,9.0,225226.2749671936,0.0,0.0,,,1.0,10.0,225224.69019299504,62233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62233.0,0.885025760943405,62233.0,18.0,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
806,0.0,False,76003.69774878919,20615.33333333333,0.0,19.0,0.0,0.0,0.0,0.0,5.0,44.0,0.0,0.0,0.0,0.0,1.0,0.0,434407040.8089826,51135537.55555555,0.0,0.0,,0.0,5.0,50913.67824872335,0.0,0.0,,,1.0,6.0,50913.41812299894,20615.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20615.33333333333,0.3468734433456302,20615.33333333333,19.0,0.0,browsecomp,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/browsecomp/dylan,0.0,0.0
VAL0491,0.0,False,447508.3490304329,246758.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,123.0,124.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,1415399584.4262707,5120.888888888888,0.0,0.0,,0.0,123.0,408621.2332248688,0.0,0.0,,,1.0,124.0,408567.7254576864,246758.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246758.3333333333,0.0002900019032536,246758.3333333333,0.0,0.0,plancraft,dylan,dylan,/home/lai/github/MAS_Analyzer_dylan/outputs_dylan_reproduce/dylan_gemma_30x3_T1_20260621/analysis_input/plancraft/dylan,0.0,0.0
