C1_latency_p95,C2_tokens_total,C3_cost_total,C4_tool_calls_total,C5_tool_error_rate,P1_steps_total,P2_backtrack_rate,P3_loop_score,P4_verification_density,Q1_success_rate,Q2_completion_rate,Q3_faithfulness,Q4_context_relevancy,R1_success_var,R2_latency_var,R3_tokens_var,benchmark,eval_avg_score,eval_success_rate,runs,stage_act_events,stage_act_latency_ms,stage_act_tokens,stage_act_tool_errors,stage_act_verify_density,stage_finalize_events,stage_finalize_latency_ms,stage_finalize_tokens,stage_finalize_tool_errors,stage_finalize_verify_density,stage_plan_events,stage_plan_latency_ms,stage_plan_tokens,stage_plan_tool_errors,stage_plan_verify_density,stage_retrieve_events,stage_retrieve_latency_ms,stage_retrieve_tokens,stage_retrieve_tool_errors,stage_retrieve_verify_density,stage_revise_events,stage_revise_latency_ms,stage_revise_tokens,stage_revise_tool_errors,stage_revise_verify_density,stage_verify_events,stage_verify_latency_ms,stage_verify_tokens,stage_verify_tool_errors,stage_verify_verify_density,task_id,topology,run_timestamp,run_dir
80212.45062531531,82203.0,0.0,45.0,0.0,124.0,0.032258064516129,0.0,0.1451612903225806,1.0,1.0,,,0.0,0.0,0.0,browsecomp,0.0,0.0,1,10.0,80098.45062531531,82112.0,0.0,0.0,1.0,1.0,91.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,1.0,770,orchestrator_no_discussion,20260304T220037Z,/Users/maoxunhuang/Desktop/MAS_Analyzer/outputs/browsecomp_all_topologies/20260304T215653Z/orchestrator_no_discussion/20260304T220037Z
38562.91545994207,60215.0,0.0,30.0,0.0,94.0,0.0425531914893617,0.0,0.1914893617021276,1.0,1.0,,,0.0,0.0,0.0,browsecomp,0.0,0.0,1,10.0,38478.91545994207,60192.0,0.0,0.0,1.0,1.0,23.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,1.0,771,orchestrator_no_discussion,20260304T220037Z,/Users/maoxunhuang/Desktop/MAS_Analyzer/outputs/browsecomp_all_topologies/20260304T215653Z/orchestrator_no_discussion/20260304T220037Z
192908.23812653497,1130550.0,0.0,97.0,0.0,253.0,0.0355731225296442,0.0,0.1304347826086956,1.0,1.0,,,0.0,0.0,0.0,browsecomp,1.0,1.0,1,15.0,192670.23812653497,1130535.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,194.0,194.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,1.0,769,orchestrator_tree_structure,20260304T215727Z,/Users/maoxunhuang/Desktop/MAS_Analyzer/outputs/browsecomp_all_topologies/20260304T215653Z/orchestrator_tree_structure/20260304T215727Z
22356.902835261077,15388.0,0.0,41.0,0.0,141.0,0.0638297872340425,0.0,0.2340425531914893,1.0,1.0,,,0.0,0.0,0.0,browsecomp,0.0,0.0,1,15.0,22230.902835261077,15379.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,1.0,770,orchestrator_tree_structure,20260304T215727Z,/Users/maoxunhuang/Desktop/MAS_Analyzer/outputs/browsecomp_all_topologies/20260304T215653Z/orchestrator_tree_structure/20260304T215727Z
19991.951959371567,14617.0,0.0,40.0,0.0,139.0,0.0647482014388489,0.0,0.237410071942446,1.0,1.0,,,0.0,0.0,0.0,browsecomp,0.0,0.0,1,15.0,19867.951959371567,14594.0,0.0,0.0,1.0,1.0,23.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,1.0,771,orchestrator_tree_structure,20260304T215727Z,/Users/maoxunhuang/Desktop/MAS_Analyzer/outputs/browsecomp_all_topologies/20260304T215653Z/orchestrator_tree_structure/20260304T215727Z
428481.8650410697,1838169.0,0.0,164.0,0.0,406.0,0.0197044334975369,0.0,0.1034482758620689,1.0,1.0,,,0.0,0.0,0.0,browsecomp,0.0,0.0,1,26.0,428101.8650410697,1838155.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,328.0,328.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,1.0,769,orchestrator_with_discussion,20260304T220224Z,/Users/maoxunhuang/Desktop/MAS_Analyzer/outputs/browsecomp_all_topologies/20260304T215653Z/orchestrator_with_discussion/20260304T220224Z
226794.55883285403,211736.0,0.0,92.0,0.0,262.0,0.0305343511450381,0.0,0.1603053435114503,1.0,1.0,,,0.0,0.0,0.0,browsecomp,0.0,0.0,1,26.0,226558.55883285403,211645.0,0.0,0.0,1.0,1.0,91.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,184.0,184.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,1.0,770,orchestrator_with_discussion,20260304T220224Z,/Users/maoxunhuang/Desktop/MAS_Analyzer/outputs/browsecomp_all_topologies/20260304T215653Z/orchestrator_with_discussion/20260304T220224Z
75138.36487746984,109008.0,0.0,68.0,0.0,214.0,0.0373831775700934,0.0,0.1962616822429906,1.0,1.0,,,0.0,0.0,0.0,browsecomp,0.0,0.0,1,26.0,74950.36487746984,108964.0,0.0,0.0,1.0,1.0,44.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,136.0,136.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,1.0,771,orchestrator_with_discussion,20260304T220224Z,/Users/maoxunhuang/Desktop/MAS_Analyzer/outputs/browsecomp_all_topologies/20260304T215653Z/orchestrator_with_discussion/20260304T220224Z
16560.42583298683,123378.0,0.0,8.0,0.0,23.0,0.0434782608695652,0.0,0.1304347826086956,1.0,1.0,,,0.0,0.0,0.0,browsecomp,0.0,0.0,1,1.0,16538.42583298683,123377.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,769,sas,20260304T215656Z,/Users/maoxunhuang/Desktop/MAS_Analyzer/outputs/browsecomp_all_topologies/20260304T215653Z/sas/20260304T215656Z
6150.37170926854,10519.0,0.0,3.0,0.0,13.0,0.0769230769230769,0.0,0.2307692307692307,1.0,1.0,,,0.0,0.0,0.0,browsecomp,0.0,0.0,1,1.0,6138.37170926854,10410.0,0.0,0.0,1.0,1.0,109.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,770,sas,20260304T215656Z,/Users/maoxunhuang/Desktop/MAS_Analyzer/outputs/browsecomp_all_topologies/20260304T215653Z/sas/20260304T215656Z
3918.318417146802,11490.0,0.0,2.0,0.0,11.0,0.0909090909090909,0.0,0.2727272727272727,1.0,1.0,,,0.0,0.0,0.0,browsecomp,1.0,1.0,1,1.0,3908.318417146802,11441.0,0.0,0.0,1.0,1.0,49.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,771,sas,20260304T215656Z,/Users/maoxunhuang/Desktop/MAS_Analyzer/outputs/browsecomp_all_topologies/20260304T215653Z/sas/20260304T215656Z
