task_id,score,success,C1_latency_p95,C2_tokens_total,C3_cost_total,C4_tool_calls_total,D1_tool_error_rate,D2_agent_to_agent_communication_count,D2_communication_count,D2_system_mediated_communication_count,D3_handoff_count,P1_steps_total,P2_backtrack_rate,P3_loop_score,P4_verification_density,Q1_success_rate,Q2_completion_rate,R1_success_var,R2_latency_var,R3_tokens_var,accuracy,communication_count,cost_per_success,eval_avg_score,handoff_count,latency_e2e,pass_at_1,pass_at_3,pass_at_5,pass_at_8,stability,stage_act_events,stage_act_latency_ms,stage_act_tokens,stage_act_tool_errors,stage_act_verify_density,stage_finalize_events,stage_finalize_latency_ms,stage_finalize_tokens,stage_finalize_tool_errors,stage_finalize_verify_density,stage_plan_events,stage_plan_latency_ms,stage_plan_tokens,stage_plan_tool_errors,stage_plan_verify_density,stage_retrieve_events,stage_retrieve_latency_ms,stage_retrieve_tokens,stage_retrieve_tool_errors,stage_retrieve_verify_density,stage_revise_events,stage_revise_latency_ms,stage_revise_tokens,stage_revise_tool_errors,stage_revise_verify_density,stage_verify_events,stage_verify_latency_ms,stage_verify_tokens,stage_verify_tool_errors,stage_verify_verify_density,success_rate,token_total,tokens_cv,tokens_total,tool_calls_total,tool_error_rate,benchmark,system_label,topology
12204,0.0,False,258825.2115547086,47833.0,0.0,24.0,0.5138888888888888,0.0,0.0,0.0,9.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,4231528330.1448936,18955950.0,0.0,0.0,nan,0.0,9.0,180289.5099322001,0.0,0.0,nan,nan,1.0,10.0,180288.97467332717,47833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.048000000000000036,0.0,12.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47833.0,0.09102174502802586,47833.0,24.0,0.5138888888888888,stabletoolbench,dylan,dylan
13095,0.6666666666666666,True,163619.21728147528,22492.333333333332,0.0,14.0,0.14285714285714285,0.0,0.0,0.0,9.0,38.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.22222222222222224,411937539.19359654,3015862.8888888895,0.6666666666666666,0.0,33738.5,0.6666666666666666,9.0,143833.38673909506,0.6666666666666667,1.0,nan,nan,0.11111111111111105,10.0,143832.97722330704,22492.333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.028000000000000014,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,22492.333333333332,0.0772095969796287,22492.333333333332,14.0,0.14285714285714285,stabletoolbench,dylan,dylan
15511,0.0,False,301743.16042089206,25478.333333333332,0.0,2.0,0.5,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,4279516454.0772004,246438.88888888888,0.0,0.0,nan,0.0,9.0,223330.36947250366,0.0,0.0,nan,nan,1.0,10.0,223329.8013466556,25478.333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25478.333333333332,0.019484246074852593,25478.333333333332,2.0,0.5,stabletoolbench,dylan,dylan
16196,0.6666666666666666,True,242514.83726371906,22650.666666666668,0.0,2.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.22222222222222224,4668851654.774815,368153.55555555556,0.6666666666666666,0.0,33976.00000000001,0.6666666666666666,9.0,161833.49188168845,0.6666666666666667,1.0,nan,nan,0.11111111111111105,10.0,161832.9559373427,22650.666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,22650.666666666668,0.026787581825816198,22650.666666666668,2.0,0.0,stabletoolbench,dylan,dylan
17223,0.0,False,203829.65532571328,94951.66666666667,0.0,10.666666666666666,0.0,0.0,0.0,0.0,9.0,31.333333333333332,0.0,0.0,0.0,0.0,1.0,0.0,767860287.4147663,7855564.222222221,0.0,0.0,nan,0.0,9.0,173677.97724405924,0.0,0.0,nan,nan,1.0,10.0,173677.26336000487,94951.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.333333333333332,0.021333333333333343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94951.66666666667,0.0295179436628736,94951.66666666667,10.666666666666666,0.0,stabletoolbench,dylan,dylan
20704,0.0,False,164225.8191799164,43104.666666666664,0.0,28.333333333333332,0.15294117647058825,0.0,0.0,0.0,9.0,66.66666666666667,0.0,0.0,0.0,0.0,1.0,0.0,412598993.2354987,4973443.555555555,0.0,0.0,nan,0.0,9.0,141900.19392967224,0.0,0.0,nan,nan,1.0,10.0,141899.4942696833,43104.666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.666666666666664,0.056666666666666705,0.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43104.666666666664,0.05173736494376863,43104.666666666664,28.333333333333332,0.15294117647058825,stabletoolbench,dylan,dylan
21596,0.0,False,266551.58280951827,26498.0,0.0,20.0,0.4,0.0,0.0,0.0,9.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,6957644452.503076,350622.0,0.0,0.0,nan,0.0,9.0,165778.15326054892,0.0,0.0,nan,nan,1.0,10.0,165777.56308901007,26498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.04000000000000003,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26498.0,0.02234634428669886,26498.0,20.0,0.4,stabletoolbench,dylan,dylan
22781,0.3333333333333333,True,153008.18034960303,40532.333333333336,0.0,20.0,1.0,0.0,0.0,0.0,8.333333333333334,49.333333333333336,0.0,0.0,0.0,0.3333333333333333,1.0,0.22222222222222224,116534387.0395533,43706750.88888889,0.3333333333333333,0.0,121597.00000000001,0.3333333333333333,8.333333333333334,140172.03934987387,0.33333333333333337,1.0,nan,nan,0.11111111111111105,9.333333333333334,140171.5623380102,40532.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.04000000000000003,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,40532.333333333336,0.16310702099040725,40532.333333333336,20.0,1.0,stabletoolbench,dylan,dylan
23163,0.0,False,317363.192652195,35668.666666666664,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,4746212900.059653,2804590.222222222,0.0,0.0,nan,0.0,9.0,234149.15362993875,0.0,0.0,nan,nan,1.0,10.0,234148.36245700522,35668.666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35668.666666666664,0.046951322803148246,35668.666666666664,0.0,0.0,stabletoolbench,dylan,dylan
23248,0.0,False,90868.28860449222,28572.333333333332,0.0,12.333333333333334,0.3783783783783784,0.0,0.0,0.0,8.333333333333334,34.0,0.0,0.0,0.0,0.0,1.0,0.0,35292639.29082378,9661163.555555556,0.0,0.0,nan,0.0,8.333333333333334,85001.8359820048,0.0,0.0,nan,nan,1.0,9.333333333333334,85001.49597565662,28572.333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.666666666666668,0.02466666666666668,0.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28572.333333333332,0.10878499825750303,28572.333333333332,12.333333333333334,0.3783783783783784,stabletoolbench,dylan,dylan
24810,0.3333333333333333,True,176585.52912841833,34707.666666666664,0.0,26.0,0.6153846153846154,0.0,0.0,0.0,9.0,62.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.22222222222222224,181380384.17861712,2038970.888888889,0.3333333333333333,0.0,104123.0,0.3333333333333333,9.0,166940.92162450156,0.33333333333333337,1.0,nan,nan,0.11111111111111105,10.0,166940.3114576659,34707.666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.05200000000000004,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,34707.666666666664,0.04114149743996861,34707.666666666664,26.0,0.6153846153846154,stabletoolbench,dylan,dylan
25052,1.0,True,195499.26546229539,113661.33333333333,0.0,13.0,0.0,0.0,0.0,0.0,9.0,36.0,0.0,0.0,0.0,1.0,1.0,0.0,1134095176.7214851,7251259.555555556,1.0,0.0,113661.33333333333,1.0,9.0,154825.49381256104,1.0,1.0,nan,nan,1.0,10.0,154824.96980533082,113661.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.026000000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113661.33333333333,0.023691577496342535,113661.33333333333,13.0,0.0,stabletoolbench,dylan,dylan
26063,1.0,True,274410.8607528082,15406.666666666666,0.0,12.0,0.0,0.0,0.0,0.0,9.0,34.0,0.0,0.0,0.0,1.0,1.0,0.0,1144905314.068155,6998.222222222222,1.0,0.0,15406.666666666666,1.0,9.0,250393.11170578003,1.0,1.0,nan,nan,1.0,10.0,250392.62819000092,15406.666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.02400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15406.666666666666,0.005429816814655617,15406.666666666666,12.0,0.0,stabletoolbench,dylan,dylan
26752,0.0,False,697215.1175803106,29189.0,0.0,17.333333333333332,0.0,0.0,0.0,0.0,9.0,44.666666666666664,0.0,0.0,0.0,0.0,1.0,0.0,68238012241.34912,4856856.0,0.0,0.0,nan,0.0,9.0,381989.31368192035,0.0,0.0,nan,nan,1.0,10.0,381988.6289863401,29189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.666666666666664,0.034666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29189.0,0.07550198977226366,29189.0,17.333333333333332,0.0,stabletoolbench,dylan,dylan
26892,0.0,False,216942.2835154756,18276.0,0.0,17.333333333333332,0.0,0.0,0.0,0.0,8.333333333333334,44.0,0.0,0.0,0.0,0.0,1.0,0.0,746580972.5158638,5835626.0,0.0,0.0,nan,0.0,8.333333333333334,184075.1213232676,0.0,0.0,nan,nan,1.0,9.333333333333334,184074.6329473089,18276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.666666666666664,0.034666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18276.0,0.1321790346992567,18276.0,17.333333333333332,0.0,stabletoolbench,dylan,dylan
31117,0.6666666666666666,True,398237.79812332237,50484.333333333336,0.0,19.333333333333332,1.0,0.0,0.0,0.0,9.0,48.666666666666664,0.0,0.0,0.0,0.6666666666666666,1.0,0.22222222222222224,13228242611.351166,717370.8888888889,0.6666666666666666,0.0,75726.50000000001,0.6666666666666666,9.0,306693.079551061,0.6666666666666667,1.0,nan,nan,0.11111111111111105,10.0,306692.6087683484,50484.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.666666666666664,0.03866666666666669,0.0,19.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,50484.333333333336,0.016777036479902443,50484.333333333336,19.333333333333332,1.0,stabletoolbench,dylan,dylan
31402,0.3333333333333333,True,148351.56318800992,33376.0,0.0,9.0,0.0,0.0,0.0,0.0,7.666666666666667,26.666666666666668,0.0,0.0,0.0,0.3333333333333333,1.0,0.22222222222222224,605195920.5842563,10727718.0,0.3333333333333333,0.0,100128.0,0.3333333333333333,7.666666666666667,120510.28060913086,0.33333333333333337,1.0,nan,nan,0.11111111111111105,8.666666666666666,120509.91145665951,33376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.01800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,33376.0,0.09813397430481144,33376.0,9.0,0.0,stabletoolbench,dylan,dylan
32617,1.0,True,174170.3661311097,24434.0,0.0,12.0,0.0,0.0,0.0,0.0,8.333333333333334,33.333333333333336,0.0,0.0,0.0,1.0,1.0,0.0,1777027885.4734561,12014966.0,1.0,0.0,24434.0,1.0,8.333333333333334,126113.85774612427,1.0,1.0,nan,nan,1.0,9.333333333333334,126113.53289833157,24434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.02400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24434.0,0.1418622042265264,24434.0,12.0,0.0,stabletoolbench,dylan,dylan
32807,0.0,False,164191.39628997663,20741.666666666668,0.0,2.0,1.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,2161603417.3719106,110990.88888888889,0.0,0.0,nan,0.0,9.0,108085.44023831685,0.0,0.0,nan,nan,1.0,10.0,108084.92109265353,20741.666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.004,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20741.666666666668,0.0160620145211776,20741.666666666668,2.0,1.0,stabletoolbench,dylan,dylan
33112,1.0,True,102482.38964428371,14161.333333333334,0.0,11.333333333333334,0.0,0.0,0.0,0.0,8.333333333333334,32.0,0.0,0.0,0.0,1.0,1.0,0.0,65241917.90472459,5061507.555555556,1.0,0.0,14161.333333333334,1.0,8.333333333333334,93541.5894985199,1.0,1.0,nan,nan,1.0,9.333333333333334,93541.23176366072,14161.333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.666666666666668,0.02266666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14161.333333333334,0.15886776993552837,14161.333333333334,11.333333333333334,0.0,stabletoolbench,dylan,dylan
